url,crawl_status,status_code,content_type,h1,page_title,meta_description,canonical_tag,robots_txt,redirect_url,meta_robots,x_robots_tag
https://www.stock2own.com/StockMarket/Gauges/Fear-Gauge,canonicalised,200,text/html; charset=utf-8,Stock Market Gauges: Market Volatility Index VIX,Stock Market Gauges - VIX - Market Volatility Index (the fear gauge),,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockMarket/Gauges/Treasury-Yield-Curve,canonicalised,200,text/html; charset=utf-8,Stock Market Gauges: Treasury Yield Rates,Stock Market Gauges - Daily Treasury Yield Curve Rates,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/About/Tutorials/StockAnalyzer/Financial-Statements,canonicalised,200,text/html; charset=utf-8,S2O Stock Analyzer Tutorials: Financial Statements,S2O Stock Analyzer Tutorials: Financial Statements,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/About/Tutorials/StockAnalyzer/Value-Price,canonicalised,200,text/html; charset=utf-8,S2O Stock Analyzer Tutorials: Value Price,S2O Stock Analyzer Tutorials: Value Price (intrinsic value),,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/About/Tutorials/StockAnalyzer/Growth-Grade-Financial-Ratios,canonicalised,200,text/html; charset=utf-8,S2O Stock Analyzer Tutorials: Growth Grade & Ratios,S2O Stock Analyzer Tutorials: Growth Grade and Financial Ratios,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/About/Tutorials/StockScreener/Filter-Set,canonicalised,200,text/html; charset=utf-8,Stock Screener Tutorials: Filter Sets,Stock2Own Tutorials: S2O Stock Screener Filter Sets.,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/About/Tutorials/StockAnalyzer/Price-Charts,canonicalised,200,text/html; charset=utf-8,S2O Stock Analyzer Tutorials: Price Charts,S2O Stock Analyzer Tutorials: Price Charts,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockScreener/MagicScreener/,canonicalised,200,text/html; charset=utf-8,S2O Stock Magic Screener,S2O Magic Formula Screener: inspired by Joel Greenblatt,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockAnalysis/ETF/US/IEUR,canonicalised,200,text/html; charset=utf-8,iShares Core MSCI Europe ETF,iShares Core MSCI Europe ETF (IEUR) quotes and price charts | Stock2Own.com,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockAnalysis/ETF/US/IWF,canonicalised,200,text/html; charset=utf-8,iShares Russell 1000 Growth ETF,iShares Russell 1000 Growth ETF (IWF) quotes and price charts | Stock2Own.com,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockAnalysis/ETF/US/SPY,canonicalised,200,text/html; charset=utf-8,S&P 500 ETF TRUST ETF,S&P 500 ETF TRUST ETF (SPY) quotes and price charts | Stock2Own.com,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockAnalysis/ETF/US/DIA,canonicalised,200,text/html; charset=utf-8,SPDR Dow Jones Industrial Average ETF,SPDR Dow Jones Industrial Average ETF (DIA) quotes and price charts | Stock2Own.com,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockAnalysis/ETF/US/SLV,canonicalised,200,text/html; charset=utf-8,iShares Silver Trust,iShares Silver Trust (SLV) quotes and price charts | Stock2Own.com,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockAnalysis/Index/US/%5EVIX,canonicalised,200,text/html; charset=utf-8,CBOE Market Volatility Index,CBOE Market Volatility Index (VIX) quotes and price charts | Stock2Own.com,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockAnalysis/ETF/US/EWJ,canonicalised,200,text/html; charset=utf-8,iShares MSCI Japan ETF,iShares MSCI Japan ETF (EWJ) quotes and price charts | Stock2Own.com,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockAnalysis/ETF/US/IWB,canonicalised,200,text/html; charset=utf-8,iShares Russell 1000 ETF,iShares Russell 1000 ETF (IWB) quotes and price charts | Stock2Own.com,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockAnalysis/ETF/US/GLD,canonicalised,200,text/html; charset=utf-8,SPDR Gold Shares ETF,SPDR Gold Shares ETF (GLD) quotes and price charts | Stock2Own.com,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockAnalysis/ETF/US/EWA,canonicalised,200,text/html; charset=utf-8,iShares MSCI Australia ETF,iShares MSCI Australia ETF (EWA) quotes and price charts | Stock2Own.com,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockMarket/Theory/Gauges,canonicalised,200,text/html; charset=utf-8,Stock Market Gauges | Stock Market Gauges,"Stock Market Gauges: Market Indexes, The Advance-Decline Line, Dow Jones, S&P 500, FTSE, NIKKEI",,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockAnalysis/ETF/US/EEM,canonicalised,200,text/html; charset=utf-8,iShares MSCI Emerging Markets ETF,iShares MSCI Emerging Markets ETF (EEM) quotes and price charts | Stock2Own.com,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockAnalysis/ETF/US/EWU,canonicalised,200,text/html; charset=utf-8,iShares MSCI United Kingdom ETF,iShares MSCI United Kingdom ETF (EWU) quotes and price charts | Stock2Own.com,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockAnalysis/ETF/US/UNG,canonicalised,200,text/html; charset=utf-8,United States Natural Gas Fund,United States Natural Gas Fund (UNG) quotes and price charts | Stock2Own.com,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockMarket/Theory/FundamentalAnalysis/Growth-Grade,canonicalised,200,text/html; charset=utf-8,Fundamental Analysis: Growth Grade,Fundamental Analysis. Historical and Year-over-Year Growth Grade | Stock2Own.com,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockAnalysis/ETF/US/USO,canonicalised,200,text/html; charset=utf-8,United States Oil Fund,United States Oil Fund (USO) quotes and price charts | Stock2Own.com,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockMarket/Theory/TechnicalAnalysis/AI,canonicalised,200,text/html; charset=utf-8,Technical Analysis: S2O AI Buy/Sell signals,Learn Technical Analysis - S2O AI Buy/Sell signals | Stock2Own.com,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockMarket/Theory/Indexes/FTSE/FTSE-100-Index,canonicalised,200,text/html; charset=utf-8,FTSE 100 Index | FTSE 100 Index,Stock Market: Indexes - FTSE 100 Index.,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockAnalysis/ETF/US/IWD,canonicalised,200,text/html; charset=utf-8,iShares Russell 1000 Value ETF,iShares Russell 1000 Value ETF (IWD) quotes and price charts | Stock2Own.com,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockMarket/Theory/Indexes/DJI/Dow-Jones-Industrial-Average-Index,canonicalised,200,text/html; charset=utf-8,Dow Jones Industrial Average Index | Dow Jones Industrial Average Index,Stock Market: Indexes - Dow Jones Industrial Average Index.,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockMarket/Theory/Indexes/NASDAQ/NASDAQ-Composite-Index,canonicalised,200,text/html; charset=utf-8,NASDAQ Composite Index | NASDAQ Composite Index,Stock Market: Indexes - NASDAQ Composite Index.,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockMarket/Theory/ETF,canonicalised,200,text/html; charset=utf-8,Stock Market: ETPs & ETFs,Stock Market: ETP and ETF - Exchange Traded Products and Exchange Traded Funds on Stock2Own.com.,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockMarket/Theory/TechnicalAnalysis/Moving-Average,canonicalised,200,text/html; charset=utf-8,Technical Analysis: Moving Average,Learning Technical Analysis - Simple Moving Average | Stock2Own.com,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockMarket/Theory/Gauges/Gauge_TreasuryYield,canonicalised,200,text/html; charset=utf-8,Stock Market Gauges. Treasury Yield Curve.,Stock Market Gauges: Treasury Yield Curve | stock2own.com,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockMarket/Theory/TechnicalAnalysis/Bollinger-Bands,canonicalised,200,text/html; charset=utf-8,Technical Analysis: Bollinger Bands,Learning Technical Analysis - Bollinger Bands | Stock2Own.com,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockAnalysis/ETF/US/IWM,canonicalised,200,text/html; charset=utf-8,iShares Russell 2000 ETF,iShares Russell 2000 ETF (IWM) quotes and price charts | Stock2Own.com,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockMarket/Theory/TechnicalAnalysis/Exponential-Moving-Average,canonicalised,200,text/html; charset=utf-8,Technical Analysis: Exponential Moving Average,Learning Technical Analysis - Exponential Moving Average | Stock2Own.com,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockMarket/Theory/TechnicalAnalysis/Candlestick-Chart,canonicalised,200,text/html; charset=utf-8,Technical Analysis: Candlestick chart,Technical Analysis - Candlestick Stock Charts.,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockMarket/Theory/Indexes/NIKKEI/NIKKEI-225-Index,canonicalised,200,text/html; charset=utf-8,Nikkei 225 Index | Nikkei 225 Index,Stock Market: Indexes - Nikkei 225 Index.,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockMarket/Theory/TechnicalAnalysis/MACD,canonicalised,200,text/html; charset=utf-8,Technical Analysis: MACD,Learning Technical Analysis - MACD - Moving Average Convergence Divergence | Stock2Own.com,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockMarket/Theory/Indexes/GSPC/SP-500-Index,canonicalised,200,text/html; charset=utf-8,S&P 500 Index | S&P 500,"Stock Market: Indexes - S&P 500 Index, gauge of the large cap U.S. equities market.",,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockMarket/Theory/Indexes,canonicalised,200,text/html; charset=utf-8,Stock Market: Indexes,Indexes. Basic Info | Stock2Own.com,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockMarket/Theory/TechnicalAnalysis/Stochastic,canonicalised,200,text/html; charset=utf-8,Technical Analysis: Stochastic,Learn Technical Analysis - Fast and Slow Stochastic | Stock2Own.com,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockMarket/Theory/TechnicalAnalysis/RSI,canonicalised,200,text/html; charset=utf-8,Technical Analysis: Relative Strength Index (RSI),Learn Technical Analysis - Relative Strength Index (RSI) and Relative Strength (RS) | Stock2Own.com,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockMarket/Theory/FundamentalAnalysis/Ratios,canonicalised,200,text/html; charset=utf-8,Fundamental Analysis: Financial Ratios,"Stock Market: Fundamental Analysis. Financial Ratios - Current Ratio, PE, PEG, PEGY...",,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockMarket/Theory/FundamentalAnalysis/Graham-Number,canonicalised,200,text/html; charset=utf-8,Fundamental Analysis: Graham Number,Stock Market: Fundamental Analysis. Graham Number.,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockMarket/Theory/TechnicalAnalysis/Stochastics,canonicalised,200,text/html; charset=utf-8,Stock Market: Technical Analysis,"Learning Technical Analysis - moving average, stochastic, relative strength (RSI), macd | Stock2Own.com",,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockMarket/Theory/FundamentalAnalysis/Growth-Rate,canonicalised,200,text/html; charset=utf-8,Fundamental Analysis: Growth Rate,Fundamental Analysis. Compound Annual Growth Rate (CAGR) | Stock2Own.com,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockMarket/Theory/Charts,canonicalised,200,text/html; charset=utf-8,Stock Market: Technical Analysis,"Learning Technical Analysis - moving average, stochastic, relative strength (RSI), macd | Stock2Own.com",,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/About/News/2015,canonicalised,200,text/html; charset=utf-8,S2O News,Stock2Own.com: News,,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/About/News/2010,canonicalised,200,text/html; charset=utf-8,S2O News,Stock2Own.com: News,,http://www.stock2own.com/,allowed,,,
http://www.stock2own.com/About/Tutorials,moved permanently,301,text/html; charset=UTF-8,,,,,allowed,https://www.stock2own.com/About/Tutorials,,
http://www.stock2own.com/About/Products,moved permanently,301,text/html; charset=UTF-8,,,,,allowed,https://www.stock2own.com/About/Products,,
http://www.stock2own.com/StockAnalysis/,moved permanently,301,text/html; charset=UTF-8,,,,,allowed,https://www.stock2own.com/StockAnalysis/,,
http://www.stock2own.com/StockMarket/Theory/FundamentalAnalysis/Ratios,moved permanently,301,text/html; charset=UTF-8,,,,,allowed,https://www.stock2own.com/StockMarket/Theory/FundamentalAnalysis/Ratios,,
https://www.stock2own.com/About/Features/Investor/Price-Alerts,canonicalised,200,text/html; charset=utf-8,Features: Price Alerts,Watch Lists: Price Alerts.,,http://www.stock2own.com/,allowed,,,
http://www.stock2own.com/About/Features/Investor/Price-Alerts,moved permanently,301,text/html; charset=UTF-8,,,,,allowed,https://www.stock2own.com/About/Features/Investor/Price-Alerts,,
https://www.stock2own.com/StockAnalysis/Stock/US/DSGX/Descartes-Systems-Group-Inc?w=x,canonicalised,200,text/html; charset=utf-8,Descartes Systems Group Inc,"Descartes Systems Group Inc (DSGX) quotes, price charts | Stock2Own.com",,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockAnalysis/Stock/US/FCEL/Fuelcell-Energy-Inc?w=x,canonicalised,200,text/html; charset=utf-8,Fuelcell Energy Inc,"Fuelcell Energy Inc (FCEL) quotes, price charts | Stock2Own.com",,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockAnalysis/Stock/US/NTNX/Nutanix-Inc-Class-A?w=x,canonicalised,200,text/html; charset=utf-8,Nutanix Inc - Class A,"Nutanix Inc - Class A (NTNX) quotes, price charts | Stock2Own.com",,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockAnalysis/Stock/US/LRCDF/LAURENTIAN-BNK-CDA-COM-NPV?w=x,canonicalised,200,text/html; charset=utf-8,LAURENTIAN BNK CDA COM NPV,"LAURENTIAN BNK CDA COM NPV (LRCDF) quotes, price charts | Stock2Own.com",,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockAnalysis/Stock/US/CHWY/Chewy-Inc-Class-A?w=x,canonicalised,200,text/html; charset=utf-8,Chewy Inc - Class A,"Chewy Inc - Class A (CHWY) quotes, price charts | Stock2Own.com",,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockAnalysis/Stock/US/OOMA/Ooma-Inc?w=x,canonicalised,200,text/html; charset=utf-8,Ooma Inc,"Ooma Inc (OOMA) quotes, price charts | Stock2Own.com",,http://www.stock2own.com/,allowed,,,
http://www.stock2own.com/StockScreener/,moved permanently,301,text/html; charset=UTF-8,,,,,allowed,https://www.stock2own.com/StockScreener/,,
https://www.stock2own.com/StockAnalysis/Stock/US/COUP/Coupa-Software-Inc?w=x,canonicalised,200,text/html; charset=utf-8,Coupa Software Inc,"Coupa Software Inc (COUP) quotes, price charts | Stock2Own.com",,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockAnalysis/Stock/US/EGHSF/ENGHOUSE-SYSTEMS-COM-NPV?w=x,canonicalised,200,text/html; charset=utf-8,ENGHOUSE SYSTEMS COM NPV,"ENGHOUSE SYSTEMS COM NPV (EGHSF) quotes, price charts | Stock2Own.com",,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockAnalysis/Stock/DE/GR9/CRYPTOBLOC-TECHS?w=x,canonicalised,200,text/html; charset=utf-8,CRYPTOBLOC TECHS,"CRYPTOBLOC TECHS (GR9) quotes, price charts | Stock2Own.com",,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockAnalysis/Stock/GB/AHT/ASHTEAD-GROUP?w=x,canonicalised,200,text/html; charset=utf-8,ASHTEAD GROUP,"ASHTEAD GROUP (AHT) quotes, price charts | Stock2Own.com",,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockAnalysis/Stock/DE/BRE/BANCO-BRADESCO-PFD?w=x,canonicalised,200,text/html; charset=utf-8,BANCO BRADESCO PFD,"BANCO BRADESCO PFD (BRE) quotes, price charts | Stock2Own.com",,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockAnalysis/Stock/GB/DNLM/DUNELM-GROUP-PLC?w=x,canonicalised,200,text/html; charset=utf-8,DUNELM GROUP PLC,"DUNELM GROUP PLC (DNLM) quotes, price charts | Stock2Own.com",,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockAnalysis/Stock/GB/TLW/TULLOW-OIL-PLC?w=x,canonicalised,200,text/html; charset=utf-8,TULLOW OIL PLC,"TULLOW OIL PLC (TLW) quotes, price charts | Stock2Own.com",,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockAnalysis/Stock/US/SWBI/Smith-Wesson-Brands-Inc-SWBI?w=x,canonicalised,200,text/html; charset=utf-8,Smith & Wesson Brands Inc [SWBI],"Smith & Wesson Brands Inc [SWBI] (SWBI) quotes, price charts | Stock2Own.com",,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockAnalysis/Stock/FR/JCQ/Jacquet-Metals-SA?w=x,canonicalised,200,text/html; charset=utf-8,Jacquet Metals SA,"Jacquet Metals SA (JCQ) quotes, price charts | Stock2Own.com",,http://www.stock2own.com/,allowed,,,
https://www.stock2own.com/StockAnalysis/Stock/US/SPWH/Sportsman-s-Warehouse-Holdings-Inc?w=x,canonicalised,200,text/html; charset=utf-8,Sportsman`s Warehouse Holdings Inc,"Sportsman`s Warehouse Holdings Inc (SPWH) quotes, price charts | Stock2Own.com",,http://www.stock2own.com/,allowed,,,
